id,idx,name,name_ocr,wiki_name,wiki_id,rarity,element,role,avatar_file,cp,hp,atk,def_,agl,crt,hp_init,atk_init,def_init,agl_init,crt_init,hp_max,atk_max,def_max,agl_max,crt_max,auto_text,tap_text,tap_ignited,slide_text,slide_ignited,drive_text,drive_ignited,leader_text,cv,source,avatar_source
M5-027,27,偶像阿克拉西亚,,偶像阿克拉西亚,580147,5星,光,防御型,icons/C5f_027.png,2270,2496,846,1243,635,686,2496,846,1243,635,686,,,,,,对目标造成93(647）自动攻击伤害,造成333（2242）伤害，2名盟友（最低HP）防御力+50%(+66.6%)，持续12秒,造成2267伤害，3名盟友（最低HP）防御力+66.6%，持续14秒,对随机两名敌人造成651(3659)伤害，赋予3名盟友（优先：攻击性）光之盾（目标防御力+35%(+51.6%)并在受到攻击时对攻击者造成失明，持续8秒。减少攻击命中率45%(67.8%) ），持续14秒，并在PvP中对3名光属性盟友造成回避率+20%(+51.8%)，持续14秒,对随机2名敌人造成3759伤害，赋予3名盟友（优先：攻击型）光之盾（目标防御力+56.6%并在受到攻击时对攻击者造成失明，持续8秒。减少攻击命中率67.8%），持续14秒，并在PvP中对3名盟友造成回避率+56.89%，持续14秒,对随机两名敌人造成1631(5662)伤害，赋予3名盟友（优先：最低HP）光之盾（目标防御力+45%并在受到攻击时对攻击者造成失明，持续8秒。减少攻击命中率70%），持续16秒，且防御力+35%,对随机2名敌人造成5992伤害，赋予3名盟友（优先：最低HP）光之盾（目标防御力+ 50%并在受到攻击时对攻击者造成失明，持续8秒。减少攻击命中率70%），持续16秒，且防御力+40%,全体盟友的防御力+20%,惠美,memorial+wiki,cn
M5-028,28,看守者艾芮儿,,看守者艾芮儿,577974,5星,水,攻击型,icons/C5f_028.png,,,,,,,,,,,,,,,,,对目标造成114（753）自动攻击伤害（自动）,对1名敌人造成508（3081）伤害与200（1305）加成伤害（优先：最低HP），有65%（87.8%）的机率赋予自身远距离攻击（无视敌人的挑衅、反射），持续13秒。,对2名敌人造成3141伤害与1305加成伤害（优先：最低HP），有92.8%的机率赋予自身远距离攻击（无视敌人的挑衅、反射），持续20秒。,造成558/120% （3972/167.2%）伤害的2连击，可被缩短的增益持续时间-26%（48.8%），持续10秒，对2名敌人（优先：较多增益）造成保护增益爆发（移除一个保护增益，并以×300（701）系数造成基于该效果的伤害），并在PvP中对2名敌人（优先：较多增益）造成时间系增益爆发（移除一个时间系增益，并以×300（701）的系数造成基于该种类的伤害）,造成4162/175.2%伤害的3连击，可被缩短的增益持续时间-48.8%，持续10秒，对2名敌人（优先：较多增益）造成保护增益爆发（移除一个保护增益，并以×1001系数造成基于该效果的伤害），并对2名敌人（优先：较多增益）造成时间系增益爆发（移除一个时间系增益，并以×1001的系数造成基于该种类的伤害）,对4名敌人造成2716（8709）伤害（优先：最低HP），赋予自身狂暴（20秒间攻击力+50%且无敌，但效果结束时有100%机率造成5秒晕眩）,对4名敌人造成9369伤害（优先：最低HP），赋予自身狂暴（20秒间攻击力+60%且无敌，但效果结束时有100%机率造成5秒晕眩）,水属性盟友Slide Skill伤害+20%（在PvP中自身Skill冷却时间-2秒）,小林中弓,memorial+wiki,cn
M5-029,29,黑兔奥弗伊斯,,黑兔奥弗伊斯,577973,5星,光,干扰型,icons/C5f_029.png,2275,2089,1097,848,819,966,2089,1097,848,819,966,,,,,,对目标造成103（699）自动攻击伤害（自动）,对随机1名敌人造成409（2640）伤害，并在20人巨型Boss中，赋予自身减益命中率+15%（35.1%），持续16秒，和有70%（90.1%）的机率对暗属性敌人造成时间窜改（移除目标所有时间系增益，并减少Skill量表充能速度40%），持续8秒。,对随机1名敌人造成2665伤害，并在20人巨型Boss中，赋予自身减益命中率+40.1%，持续2回合，和有95.1%的机率对暗属性敌人造成时间窜改（移除目标所有时间系增益，并减少Skill量表充能速度40%），持续12秒。,对2名敌人（优先：暗属性）造成703（4076）伤害，并对暗属性敌人造成减益回避率-20%（35.9%），持续14秒。在20人巨型Boss中，对暗属性敌人造成Slide Skill防御力-35%（66.8%），持续14秒。,对2名敌人（优先：暗属性）造成4176伤害，并对暗属性敌人造成减益回避率-40.9%和减益持续时间+58.6%，持续14秒。在20人巨型Boss中，对暗属性敌人造成Slide Skill防御力-81.8%，持续14秒。,对3名敌人（最低HP）造成2099（7391）伤害，在20人巨型Boss中，暗属性敌人Skill防御力-40%，持续2回合。,对3名敌人（最低HP）造成7721伤害，在20人巨型Boss中，暗属性敌人Skill防御力-50%，持续2回合。,暗属性敌人Slide Skill防御力-15%（在20人巨型Boss中，暗属性敌人Skill防御力-15%）,奈波果林,memorial+wiki,cn
M5-030,30,德拉,德拉,祝福的史古基,577975,5星,木,辅助型,icons/C5f_030.png,,,,,,,,,,,,,,,,,对目标造成102（691）自动攻击伤害,对目标造成404（2590）伤害，有60（80.1）%的机率移除2名诱惑中盟友的诱惑，且有70（90.1）%的机率赋予2名木属性盟友（最高攻击力）支援（弱点Skill最终伤害+15%、依目前增益数量的比例增加攻击力），持续16秒,对目标造成2615伤害，有85.1%的机率使2名诱惑中的盟友诱惑无效，持续8秒，且有95.1%的机率赋予2名木属性盟友（最高攻击力）支援（弱点Skill最终伤害+15%、依目前增益数量的比例增加攻击力），持续2回合,对2名敌人（最低HP）造成727（4048）伤害，3名木属性盟友（最高攻击力）Skill量表充能速度+45（88.5）%，持续16秒，及在5人巨型Boss中弱点Skill最终伤害+50（129.5）%,对2名敌人（最低HP）造成4148伤害，3名木属性盟友（最高攻击力）Skill量表充能速度+93.5%，持续2回合，及在5人巨型Boss中弱点Skill最终伤害+144.5%,对随机3名敌人造成1933（7021）伤害，有90%机率赋予3名木属性盟友（最高攻击力）觉醒（暴击伤害增加30%，依目前增益数增加SS伤害），持续20秒，及最多5名木属性盟友Drive量表+150,对随机3名敌人造成7351伤害，有90%机率赋予3名木属性盟友（最高攻击力）觉醒（暴击伤害增加30%，依目前增益数增加SS伤害），持续3回合，及最多5名木属性盟友Drive量表+150,木靥属性盟友的弱点Skill最终伤害+18%（5人巨型Boss中追加+20%）,厚木那奈美,memorial+wiki,cn
M5-031,31,重斯,,,,5星,木,辅助型,icons/C5f_031.png,2274,2275,1062,848,788,913,2275,1062,848,788,913,,,,,,,,,,,,,,厚木那奈美,memorial,dcj
M5-032,32,自信的图兰,,自信的图兰,171922,5星,水,治疗型,icons/C5f_032.png,,,,,,,,,,,,,,,,,对目标造成96（663）自动攻击伤害,造成343（2351）伤害，为2名水属性盟友回复553（1620）HP,造成2351伤害，为3名水属性盟友回复1720HP,对目标造成543（3725）伤害，赋予3名盟友（高攻击力）忍耐（20秒后或是受到3次攻击后移除），并赋予他们秘愈【每次单位行动或受到攻击时，对自我回复400（1007）HP】，持续14秒，及在PvP中，为2名盟友（HP比自身还低）治疗253（2129）HP,对目标造成3725伤害，赋予3名盟友（高攻击力）忍耐（20秒后或是受到4次攻击后移除），并赋予他们秘愈（每次单位行动或受到攻击时，对自我回复1157HP），持续14秒，及在PvP中，为3名盟友（HP比自身还低）治疗2129HP,复活1名水属性盟友至20%HP，并赋予3名水属性盟友（优先：最低HP）最大HP+2500，持续20秒,复活1名水属性盟友至20%HP，并赋予5名水属性盟友（优先：最低HP）最大HP+2500，持续20秒,为水属性盟友回复+20%（在PVP中，全体盟友最大HP+30%）,田茉优,memorial+wiki,cn
M5-033,33,优柔寡断的菲罗忒斯,,优柔寡断的菲罗忒斯,171919,5星,暗,辅助型,icons/C5f_033.png,2241,2259,1048,828,776,892,2259,1048,828,776,892,,,,,,对目标造成101（689）自动攻击伤害,造成398（2567）伤害，有60（85.6）%的机率为3名盟友（优先：受到减益）移除所有减益,造成2590伤害，有90.6%的机率为3名盟友（优先：受到减益）的减益无效，持续5秒,对2名随机敌人造成735（4035）伤害，有70（92.8）%的机率对2名暗属性盟友（优先∶高攻击力）赋予远距离攻击（无视敌人的挑衅、反射），持续16秒，并在PVP中，有45（85.2）%的机率对1名暗属性盟友（高攻击力）赋予专注（命中率↑及100%暴击），持续20秒,对2名随机敌人造成4135伤害，有97.8%的机率对3名暗属性盟友（优先∶高攻击力）赋予远距离攻击（无视敌人的挑衅、反射），持续16秒，及减益无效（在14秒或受到1次减益攻击后取消），并在PVP中，有90.2%的机率对1名暗属性盟友（高攻击力）赋予专注（命中率↑及100%暴击），持续20秒,对随机3名敌人造成1892（6902）伤害，对5名暗属性盟友（优先：最高攻击力）赋予减益无效（14秒后或是受到1次减益攻击后取消）,对随机3名敌人造成7232伤害，对5名暗属性盟友（优先：最高攻击力）赋予减益无效（14秒后或是受到2次减益攻击后取消）,暗属性盟友减益回避率+18%（在PVP中，暗属性盟友减益回避率+12%）,今野千聪,memorial+wiki,cn
M5-034,34,米莉雅,,米莉雅,,5星,,,icons/C5f_034.png,,,,,,,,,,,,,,,,,,,,,,,,,风花L3,memorial,
M5-035,35,替身巫女福耳库斯,,替身巫女福耳库斯,171894,5星,光,防御型,icons/C5f_035.png,2236,2491,825,1219,624,676,2491,825,1219,624,676,,,,,,对目标造成93（643）自动攻击伤害,对1名敌人（优先：光属性）造成324（2206）伤害，赋予自身在内最多2名最低HP的盟友（如果自身的HP是最低的，将只赋予自身及1名盟友）减益屏障【在HP受影响前，吸收+1200（1808）减益伤害，无法与屏障同时启用】，持10秒,对1名敌人（优先：光属性）造成2231伤害，赋予自身在内最多3名最低HP的盟友（如果自身的HP是最低的，将只赋予自身及2名盟友）减益屏障【在HP受影响前，吸收+2108减益伤害，无法与屏障同时启用】，持10秒,对1名敌人（优先：光属性）造成619（3597）伤害，赋予自身挑衅（有90%的几率启动），持续12秒，在PVP中赋予自身无敌（无视所有攻击与减益效果），持续4秒,对1名敌人（优先：光属性）造成3697伤害，赋予自身挑衅（有90%的几率启动），持续14秒，在PVP中赋予自身无敌（无视所有攻击与减益效果），持续5秒,对2名敌人（优先：最低HP）造成1562（5501）伤害，并为2名盟友（最高攻量力）赋予升华痛苦【攻击力+200，所有盟友每损失2%HP，则额外提升攻击力60%（最高2400%）】，持续20秒，并赋予减益屏障（在HP受影响前，吸收+2800减益伤害，无法与屏障同时启用）,对2名敌人（优先：最低HP）造成5831伤害，并为3名盟友（最高攻量力）赋予升华痛苦【攻击力+200，所有盟友每损失2%HP，则额外提升攻击力60%（最高2400%）】，持续20秒，并赋予减益屏障（在HP受影响前，吸收+2800减益伤害，无法与屏障同时启用）,全体盟友减益持续时同-16%（在PvP中：全体盟友减益持续时同-16%）,伊勺崎统香,memorial+wiki,cn
M5-036,36,敌对者克雷斯尼克,,敌对者克雷斯尼克,169027,5星,火,辅助型,icons/C5f_036.png,,,,,,,,,,,,,,,,,对目标造成102（691）自动攻击伤害,对目标造成405（2592）伤害，并有65（80.2）%机率为3名流血中的盟友净化（将流血转为持持续回复），并为他们持续回复104（274）HP，持续8秒,对目标造成2604伤害，并有80.2%机率为3名流血中的盟友净化（将流血转为持持续回复），并为他们持续回复294HP，持续8秒,对2名随机敌人造成764（4084）伤害，并对3名火属性盟友（高攻击力）赋予攻击力+40（80.1）%，持续16秒，以及对3名火属性盟友（最低HP）赋予减益屏障+1800（2249）（不能与吸收减益伤害的护盾共用），持续16秒,对2名随机敌人造成4184伤害，并对3名火属性盟友（高攻击力）赋予攻击力+95.1%，持续2回合，以及对3名火属性盟友（最低HP）赋予减益屏障+2549（不能与吸收减益伤害的护盾共用），持续2回合,对3名随机敌人造成1956（7037）伤害，并到5名火属性盟友赋予减益屏障+2500（不能与吸收减益伤害的护盾共用），持续20秒，以及对1名火属性盟友（高攻击力）赋予狂暴（攻击力+110%且无敌20秒。效果结束时一律对目标造成5秒晕眩）,对3名随机敌人造成7697伤害，并到5名火属性盟友赋予减益屏障+2500（不能与吸收减益伤害的护盾共用），持续20秒，以及对3名火属性盟友（高攻击力）赋予狂暴（攻击力+120%且无敌26秒。效果结束时一律对目标造成5秒晕眩）,火属性盟友攻击力+20%（在副本中，火属性盟友攻击型攻击力+20%）,中川亜纪子,memorial+wiki,cn
M5-037,37,艾雅,艾雅,川流艾雅,169028,5星,木,干扰型,icons/C5f_037.png,2263,2089,1084,848,812,966,2089,1084,848,812,966,,,,,,对目标造成103（696）自动攻击伤害,对1名敌人（优先：水属性）造成408（2623）伤害，依所造成伤害的200（352）持续恢复HP，并对目标造成流血【每2秒140（603）持续伤害】，持续14秒,对2名敌人（优先：水属性）造成2648伤害，依所造成伤害的352持续恢复HP，并对目标造成流血（每2秒753持续伤害），持续14秒,对2名敌人（优先∶攻击型）造成736（4091）伤害，造成血之诅咒【回敬150（1094）伤害，并依攻击次数回复HP】，持续2回合，有70（85.2）%的机率造成诱惑（目标增益效果无效。除特定移除技能外无法移除），持续12秒,对3名敌人（优先∶攻击型）造成4191伤害，造成血之诅咒（回敬1294伤害，并依攻击次数回复HP），持续2回合，有85.2%的机率造成诱惑（目标增益效果无效。除特定移除技能外无法移除），持续12秒,对3名敌人（优先：水属性）造成2164（7415）伤害，造成流血（每2秒800持续伤害），并有70%的机率造成禁止回复（吸血、HP吸取除外），持续14秒，造成血之诅咒（回敬900伤害，并依攻击次数回复HP），持续2回合,对3名敌人（优先：水属性）造成7745伤害，造成流血（每2秒800持续伤害），并有70%的机率造成禁止回复（吸血、HP吸取除外），持续14秒，造成血之诅咒（回敬1100伤害，并依攻击次数回复HP），持续2回合,全体敌人减益持续时间+15%（在PvP中，盟友流血伤害+200）,爸岛力沃名,memorial+wiki,cn
M5-038,38,自睛妃,,米莉雅,168976,5星,光,辅助型,icons/C5f_038.png,,,,,,,,,,,,,,,,,对目标造成102（690）自动攻击伤害,对目标造成400（2577）伤害，有60（90.4）%的机率充满随机1名盟友的Skill量表,对目标造成2602伤害，有90.4%的机率充满自身以外2名盟友（正在充能skill）的Skill量表,对2名随机敌人造成737（4047）伤害，并赋予3名盟友（最低攻击力）skill量表充能速度+50（80.4）%，持续16秒，赋予3名光属性盟友（最低HP）减益回避率+15（45.5）%，持续16秒，在PVP中赋予3名光属性盟友（最低HP）回避率+30（46.6）%，持续16秒,对2名随机敌人造成4147伤害，并赋予3名盟友（最低攻击力）skill量表充能速度+80.4%，持续2回合，赋予4名光属性盟友（最低HP）减益回避率+50.5%，持续2回合，在PVP中赋予4名光属性盟友（最低HP）回避率+51.6%，持续2回合,对随机3名敌人造成1901（6952）伤害，并赋予5名光属性盟友（最低HP）无效化（14秒后或是受到1次减益攻击后取消），有100%的机率立即重置冷却时间,对随机3名敌人造成7282伤害，并赋予5名光属性盟友（最低HP）无效化（14秒后或是受到2次减益攻击后取消），有100%的机率立即重置冷却时间,光属性盟友减益回避率+18%（在PvP中，光属性盟友諴益回避率+12%）,住友优子,memorial+wiki,cn
